Bext,Bscat,Babs
0.005153675,0.002685267,0.002468408
0.005146751,0.0026822,0.002464551
0.005139846,0.002679138,0.002460709
0.00513296,0.00267608,0.002456881
0.005126093,0.002673027,0.002453067
0.005119245,0.002669978,0.002449267
0.005112415,0.002666935,0.002445481
0.005105605,0.002663896,0.002441709
0.005098813,0.002660862,0.002437951
0.00509204,0.002657833,0.002434207
0.005085286,0.002654809,0.002430478
0.005078551,0.00265179,0.002426762
0.005071835,0.002648776,0.002423059
0.005065138,0.002645767,0.002419371
0.005058459,0.002642763,0.002415696
0.0050518,0.002639765,0.002412035
0.005045159,0.002636772,0.002408387
0.005038537,0.002633784,0.002404753
0.005031934,0.002630801,0.002401132
0.005025349,0.002627824,0.002397525
0.005018783,0.002624852,0.002393931
0.005012236,0.002621886,0.00239035
0.005005707,0.002618925,0.002386782
0.004999197,0.00261597,0.002383227
0.004992706,0.00261302,0.002379685
0.004986233,0.002610076,0.002376156
0.004979778,0.002607138,0.00237264
0.004973342,0.002604206,0.002369137
0.004966925,0.002601279,0.002365646
0.004960525,0.002598358,0.002362167
0.004954144,0.002595443,0.002358701
0.004947781,0.002592534,0.002355247
0.004941437,0.002589631,0.002351806
0.00493511,0.002586733,0.002348377
0.004928801,0.002583842,0.002344959
0.004922511,0.002580957,0.002341554
0.004916238,0.002578078,0.00233816
0.004909983,0.002575204,0.002334779
0.004903746,0.002572337,0.002331408
