7/1/2027,7/2/2027,7/3/2027,7/4/2027,7/5/2027,7/6/2027
 7.515137e+00,1.42E+01,1.89E+01,1.50E+01,2.62E+01,-5.77E+01
 1.104163e+01,6.92E+00,2.16E+01,9.55E+00,2.67E+01,-5.68E+01
 6.814789e+00,1.79E+01,1.57E+01,2.27E+01,2.65E+01,-6.19E+01
-7.42E-01,7.88E+00,1.79E+01,1.26E+01,2.35E+01,-5.95E+01
 9.035492e+00,7.92E+00,1.92E+01,6.24E+00,2.67E+01,-5.60E+01
 1.375381e+01,1.36E+01,2.84E+01,7.15E+00,3.26E+01,-5.21E+01
 8.172272e+00,3.82E+00,1.88E+01,1.57E+01,2.16E+01,-4.67E+01
 1.526422e+01,1.17E+01,2.43E+01,1.86E+01,2.20E+01,-5.90E+01
 1.277072e+01,9.53E+00,1.69E+01,1.28E+01,2.65E+01,-5.49E+01
 3.083710e+00,1.52E+01,1.70E+01,1.32E+01,2.23E+01,-3.83E+01
 5.956573e+00,7.23E+00,2.35E+01,1.65E+01,2.81E+01,-5.29E+01
 7.029846e+00,2.80E+00,1.20E+01,1.15E+01,1.19E+01,-5.22E+00
 6.709961e+00,2.80E+00,1.49E+01,1.08E+01,1.38E+01,-3.02E+00
 4.830902e+00,2.75E+00,5.92E+00,1.10E+01,6.90E-01,7.10E+00
 9.615570e+00,8.06E+00,6.76E+00,1.21E+01,7.82E+00,-4.42E-01
 7.460144e+00,5.28E+00,2.07E+00,6.40E+00,8.79E+00,3.50E-02
 6.987854e+00,-6.29E-01,6.90E+00,1.24E+01,7.53E+00,-3.05E+00
 7.594727e+00,-7.79E-02,1.52E+00,1.41E+01,1.11E+01,-5.01E+00
 8.949249e+00,3.34E+00,-3.00E+00,1.74E+00,1.41E+01,-6.22E+00
 1.030997e+01,5.13E+00,-1.99E+00,6.52E+00,2.37E+00,1.84E+00
